chr1:12610581-12620582 for	chr1:12644296-12654297 rev
chr7:54383847-54392772 for	chr7:54472927-54481852 rev
chr7:56528942-56534186 for	chr7:56585845-56591089 for
chr7:56529159-56535485 for	chr7:56564061-56570387 for
chr7:56562606-56567797 for	chr7:56569097-56574288 for
chr7:56587203-56598852 for	chr7:56588501-56600150 for
chr7:56585905-56598852 for	chr7:56588501-56601448 for
chr7:57868479-57874509 for	chr7:58079454-58085484 rev
chr7:58624236-58633577 for	chr7:59125700-59135041 rev
chr7:58649161-58658321 for	chr7:59100944-59110104 rev
chr7:58669303-58674575 for	chr7:59084689-59089961 rev
chr7:58678950-58686827 for	chr7:59072437-59080314 rev
chr7:58798467-58803915 for	chr7:58948949-58954397 rev
chr7:58803916-58810243 for	chr7:58942621-58948948 rev
chr7:58814541-58828649 for	chr7:58924210-58938318 rev
chr7:58828650-58835375 for	chr7:58917484-58924209 rev
chr7:58835376-58850101 for	chr7:58902758-58917483 rev
chr7:58852548-58859918 for	chr7:58892941-58900311 rev
chr7:58859905-58873973 for	chr7:58878887-58892955 rev
chr7:59149121-59163947 for	chr7:59243003-59257829 rev
chr7:59163948-59171901 for	chr7:59235049-59243002 rev
chr7:59269843-59282203 for	chr7:59358804-59371164 rev
chr7:59506811-59515853 for	chr7:60149437-60158479 rev
chr7:59516984-59528180 for	chr7:60137111-60148307 rev
chr7:59529235-59537074 for	chr7:60128217-60136056 rev
chr7:59552710-59560598 for	chr7:60104693-60112581 rev
chr7:59568383-59574103 for	chr7:60091188-60096908 rev
chr7:59627784-59633580 for	chr7:59633251-59639047 for
chr7:59790661-59798146 for	chr7:59798862-59806347 for
chr7:60729703-60735662 for	chr7:60733791-60739750 for
chr7:60834342-60840412 for	chr7:60845583-60851653 for
chr7:60840413-60845713 for	chr7:60851654-60856954 for
chr7:61010679-61017459 for	chr7:61138749-61145529 for
chr7:61065106-61072399 for	chr7:61190111-61197404 for
chr7:61108526-61113962 for	chr7:61267586-61273022 for
chr7:61108127-61116893 for	chr7:61267187-61275953 for
chr7:61112215-61117949 for	chr7:61222568-61228302 for
chr7:61121538-61127504 for	chr7:61231891-61237857 for
chr7:61121987-61127504 for	chr7:61232340-61237857 for
chr7:61127437-61133327 for	chr7:61232340-61238230 for
chr7:61217379-61222560 for	chr7:61270174-61275355 for
chr7:61111114-61116295 for	chr7:61270174-61275355 for
chr7:61234530-61240355 for	chr7:61243045-61248870 for
chr7:61472137-61477602 for	chr7:61475203-61480668 for
chr7:61480748-61489202 for	chr7:61484836-61493290 for
chr7:61491604-61502428 for	chr7:61502846-61513670 for
chr7:61613015-61621020 for	chr7:61643667-61651672 for
chr7:61732746-61739220 for	chr7:61756895-61763369 for
chr7:61720160-61726634 for	chr7:61756895-61763369 for
chr7:61732550-61743415 for	chr7:61756699-61767564 for
chr7:61797428-61803873 for	chr7:61803560-61810005 for
chr7:61930459-61938118 for	chr7:61939995-61947654 for
chr7:61939995-61946939 for	chr7:61949531-61956475 for
chr7:61938119-61946939 for	chr7:61947655-61956475 for
chr7:61998251-62004895 for	chr7:62048658-62055302 for
chr7:62000511-62005620 for	chr7:62005621-62010730 for
chr7:62015520-62027560 for	chr7:62064225-62076265 for
chr7:62033535-62045933 for	chr7:62082240-62094638 for
chr7:62209771-62217249 for	chr7:62224077-62231555 for
chr7:62296226-62310305 for	chr7:62315304-62329383 for
chr7:62323232-62330405 for	chr7:62330046-62337219 for
chr7:62353536-62359043 for	chr7:62438363-62443870 for
chr7:62404394-62415719 for	chr7:62415296-62426621 for
chr7:62435476-62442031 for	chr7:62450466-62457021 for
chr7:62458463-62464045 for	chr7:62462551-62468133 for
chr7:62464778-62470909 for	chr7:62470910-62477041 for
chr7:62498759-62503993 for	chr7:62499781-62505015 for
chr7:62573892-62579498 for	chr7:62619189-62624795 for
chr7:62939751-62945137 for	chr7:62943839-62949225 for
chr7:63068366-63073738 for	chr7:63091872-63097244 for
chr7:63143942-63149256 for	chr7:63149052-63154366 for
chr7:63293680-63302667 for	chr7:63301856-63310843 for
chr7:63495245-63502445 for	chr7:63503421-63510621 for
chr7:64533238-64539902 for	chr7:64605699-64612363 rev
chr7:64541396-64556368 for	chr7:64589224-64604196 rev
chr7:64556369-64562434 for	chr7:64583158-64589223 rev
chr7:66783990-66790267 for	chr7:66852660-66858937 rev
chr7:74243174-74250335 for	chr7:74271258-74278419 for
chr7:76504305-76512846 for	chr7:76588328-76596869 for
chr7:76532322-76540862 for	chr7:76588328-76596868 for
chr7:76525012-76540862 for	chr7:76581018-76596868 for
chr7:76545126-76552104 for	chr7:76629119-76636097 for
chr7:76573113-76578653 for	chr7:76629119-76634659 for
chr7:76550658-76555965 for	chr7:76606662-76611969 for
chr7:76559768-76578653 for	chr7:76615774-76634659 for
chr7:102307045-102312345 for	chr7:102320041-102325341 for
chr7:103826722-103834687 for	chr7:103925851-103933816 for
chr7:144963867-144973893 for	chr7:145123625-145133651 rev
chr7:144982094-144990159 for	chr7:145107365-145115430 rev
chr8:2086230-2095415 for	chr8:2163529-2172714 rev
chr8:6733690-6738867 for	chr8:6752800-6757977 for
chr8:7192236-7199249 for	chr8:11987316-11994329 rev
chr8:7611905-7617959 for	chr8:12101726-12107780 rev
chr8:7617973-7624254 for	chr8:12095463-12101744 rev
chr8:11617383-11623628 for	chr8:12812056-12818301 for
chr8:11706784-11712638 for	chr8:11714432-11720286 for
chr8:11722565-11727585 for	chr8:11730213-11735233 for
chr8:11723903-11731724 for	chr8:11792735-11800556 for
chr8:11735688-11751765 for	chr8:11804520-11820597 for
chr8:11751766-11760179 for	chr8:11820598-11829011 for
chr8:11768466-11777360 for	chr8:11837298-11846192 for
chr8:11783481-11788810 for	chr8:11867609-11872938 for
chr8:11724077-11731522 for	chr8:11800557-11808002 for
chr8:11892371-11904078 for	chr8:11900019-11911726 for
chr8:12009437-12017449 for	chr8:12550002-12558014 for
chr8:12017450-12024361 for	chr8:12558015-12564926 for
chr8:12386309-12391337 for	chr8:12447480-12452508 for
chr8:12423462-12432023 for	chr8:12438753-12447314 for
chr8:44466558-44477679 for	chr8:44477917-44489038 for
chr8:44696438-44703981 for	chr8:45290541-45298084 for
chr8:45060343-45071287 for	chr8:45074442-45085386 for
chr8:45148909-45159602 for	chr8:45157913-45168606 for
chr8:45253709-45261448 for	chr8:45276158-45283897 for
chr8:45417745-45422768 for	chr8:45421322-45426345 for
chr8:45797906-45807525 for	chr8:45877437-45887056 for
chr8:45804876-45810421 for	chr8:45887468-45893013 for
chr8:45811341-45819886 for	chr8:45893933-45902478 for
chr8:45825716-45840396 for	chr8:45908308-45922988 for
chr8:45847125-45866088 for	chr8:45929717-45948680 for
chr8:45866410-45877530 for	chr8:45949002-45960122 for
chr8:45961286-45969366 for	chr8:46012959-46021039 for
chr8:45970294-45976974 for	chr8:46021967-46028647 for
chr8:45976975-45982247 for	chr8:46028648-46033920 for
chr8:45951230-45958520 for	chr8:46002903-46010193 for
chr8:45868638-45875928 for	chr8:46002903-46010193 for
chr8:45936521-45941541 for	chr8:46052448-46057468 for
chr8:46072462-46078148 for	chr8:46078584-46084270 for
chr8:46132374-46137411 for	chr8:46142378-46147415 for
chr8:86097973-86105752 for	chr8:86104810-86112589 for
chr8:86118591-86123679 for	chr8:86130781-86135869 for
chr8:86161269-86166819 for	chr8:86222219-86227769 for
chr8:86241862-86247366 for	chr8:86302810-86308314 for
chr8:86268563-86274672 for	chr8:86329513-86335622 for
chr8:86349806-86355250 for	chr8:86604352-86609796 rev
chr8:86424863-86433973 for	chr8:86437053-86446163 for
chr8:86744128-86749155 for	chr8:86792901-86797928 for
chr8:86761660-86774004 for	chr8:86773854-86786198 for
chr8:86808461-86813507 for	chr8:86856943-86861989 for
chr8:86825616-86833827 for	chr8:86874098-86882309 for
chr8:86829040-86835102 for	chr8:86853281-86859343 for
chr8:86838103-86844240 for	chr8:86862344-86868481 for
chr9:41700071-41705184 for	chr9:43139792-43144905 rev
chr9:44118671-44141379 for	chr9:44258473-44281181 rev
chr9:44145678-44151086 for	chr9:78294846-78300254 for
chr9:44146493-44160453 for	chr9:44239399-44253359 rev
chr9:44160454-44167657 for	chr9:44232195-44239398 rev
chr9:44167658-44182582 for	chr9:44217270-44232194 rev
chr9:45005896-45016392 for	chr9:45026793-45037289 for
chr9:45178936-45185302 for	chr9:45198501-45204867 for
chr9:45209357-45214575 for	chr9:45249337-45254555 for
chr9:45217282-45235594 for	chr9:45261006-45279318 for
chr9:45238041-45244037 for	chr9:45281765-45287761 for
chr9:45332199-45339515 for	chr9:45384257-45391573 for
chr9:45350900-45360321 for	chr9:45402278-45411699 for
chr9:45365259-45371781 for	chr9:45421060-45427582 for
chr9:45350958-45359148 for	chr9:45402336-45410526 for
chr9:45548978-45555690 for	chr9:45602852-45609564 for
chr9:45556441-45573439 for	chr9:45609635-45626633 for
chr9:45801965-45808644 for	chr9:45827484-45834163 for
chr9:45820050-45826326 for	chr9:45843017-45849293 for
chr9:45826328-45831969 for	chr9:45849295-45854936 for
chr9:45837566-45843197 for	chr9:45860533-45866164 for
chr9:45831970-45837565 for	chr9:45854937-45860532 for
chr9:45938190-45943315 for	chr9:45947377-45952502 for
chr9:45969544-45975927 for	chr9:45993611-45999994 for
chr9:45981170-45988909 for	chr9:46005237-46012976 for
chr9:46024241-46031522 for	chr9:46031384-46038665 for
chr9:46051858-46058001 for	chr9:46054410-46060553 for
chr9:46068592-46079458 for	chr9:46093428-46104294 for
chr9:46081162-46092721 for	chr9:46105998-46117557 for
chr9:46154223-46159495 for	chr9:46162559-46167831 for
chr9:46186325-46192392 for	chr9:46190749-46196816 for
chr9:46261141-46266648 for	chr9:46266245-46271752 for
chr9:46397974-46403667 for	chr9:46440507-46446200 for
chr9:46407861-46419735 for	chr9:46450393-46462267 for
chr9:46421167-46432994 for	chr9:46463699-46475526 for
chr9:46426291-46431520 for	chr9:46468823-46474052 for
chr9:46468823-46474052 for	chr9:46483281-46488510 for
chr9:46489014-46495400 for	chr9:46491566-46497952 for
chr9:46518163-46523949 for	chr9:46566648-46572434 for
chr9:46523950-46532123 for	chr9:46572435-46580608 for
chr9:46532124-46537902 for	chr9:46580609-46586387 for
chr9:46538876-46552195 for	chr9:46587362-46600681 for
chr9:46545962-46566734 for	chr9:46600232-46621004 for
chr9:46665597-46673320 for	chr9:46676154-46683877 for
chr9:46698857-46706294 for	chr9:46706682-46714119 for
chr9:46893925-46900779 for	chr9:46899200-46906054 for
chr9:46899200-46911329 for	chr9:46917068-46929197 for
chr9:46893209-46903790 for	chr9:46921627-46932208 for
chr9:46921627-46926933 for	chr9:46926902-46932208 for
chr9:47038446-47044095 for	chr9:47042870-47048519 for
chr9:47058042-47068900 for	chr9:47076079-47086937 for
chr9:47064562-47070118 for	chr9:47086684-47092240 for
chr9:47442911-47448789 for	chr9:47447847-47453725 for
chr9:48941532-48946572 for	chr9:48946721-48951761 for
chr9:48971810-48979849 for	chr9:49026326-49034365 for
chr9:49042513-49049021 for	chr9:49045109-49051617 for
chr9:49039917-49046425 for	chr9:49045109-49051617 for
chr9:48976334-48983685 for	chr9:49002294-49009645 for
chr9:48984122-48991473 for	chr9:49002294-49009645 for
chr9:48978930-48995718 for	chr9:48997102-49013890 for
chr9:48995719-49002293 for	chr9:49013891-49020465 for
chr9:48995785-49002293 for	chr9:48998381-49004889 for
chr9:48980209-48989313 for	chr9:48998381-49007485 for
chr9:49036042-49045108 for	chr9:49038638-49047704 for
chr9:49024341-49029532 for	chr9:49026937-49032128 for
chr9:48972421-48977612 for	chr9:49026937-49032128 for
chr9:49036962-49050534 for	chr9:49039558-49053130 for
chr9:49034366-49050534 for	chr9:49039558-49055726 for
chr9:49820862-49831173 for	chr9:49834905-49845216 for
chr9:49849172-49854219 for	chr9:50136634-50141681 for
chr9:50136634-50141681 for	chr9:50498256-50503303 for
chr9:49871523-49878274 for	chr9:49881990-49888741 for
chr9:49872894-49879204 for	chr9:49879173-49885483 for
chr9:49915513-49920625 for	chr9:50201237-50206349 for
chr9:49965470-49970768 for	chr9:50623940-50629238 for
chr9:50015832-50022631 for	chr9:50296804-50303603 for
chr9:50050913-50056697 for	chr9:50735062-50740846 for
chr9:50059570-50065316 for	chr9:50370188-50375934 for
chr9:50067552-50072673 for	chr9:50378165-50383286 for
chr9:50136619-50142339 for	chr9:50498241-50503961 for
chr9:50166608-50177918 for	chr9:50177971-50189281 for
chr9:50443865-50451274 for	chr9:50478422-50485831 for
chr9:50453721-50463744 for	chr9:50488273-50498296 for
chr9:50590153-50599202 for	chr9:50595741-50604790 for
chr9:50763356-50768666 for	chr9:50775311-50780621 for
chr9:51918128-51924839 for	chr9:51982551-51989262 for
chr9:52009776-52018671 for	chr9:60710936-60719831 for
chr9:52021456-52034992 for	chr9:60722621-60736157 for
chr9:52034944-52047964 for	chr9:60736114-60749134 for
chr9:52060939-52070699 for	chr9:60770370-60780130 for
chr9:52073194-52078848 for	chr9:60782630-60788284 for
chr9:52082540-52094726 for	chr9:60791971-60804157 for
chr9:52122305-52128572 for	chr9:60828161-60834428 for
chr9:52129887-52135740 for	chr9:60835738-60841591 for
chr9:52143144-52152305 for	chr9:60849005-60858166 for
chr9:52156753-52161886 for	chr9:60862559-60867692 for
chr9:52177929-52200691 for	chr9:60883735-60906497 for
chr9:52200651-52205985 for	chr9:60906452-60911786 for
chr9:52252560-52259227 for	chr9:60944106-60950773 for
chr9:52268623-52283346 for	chr9:60960164-60974887 for
chr9:52286593-52294950 for	chr9:60978134-60986491 for
chr9:52309246-52314420 for	chr9:61000777-61005951 for
chr9:52325021-52335860 for	chr9:61016542-61027381 for
chr9:52337707-52346821 for	chr9:61080909-61090023 for
chr9:61029343-61043856 for	chr9:61080909-61095422 for
chr9:52352167-52360843 for	chr9:61043798-61052474 for
chr9:61055535-61061771 for	chr9:61104670-61110906 for
chr9:52370166-52376928 for	chr9:61061772-61068534 for
chr9:61061772-61068534 for	chr9:61110907-61117669 for
chr9:52379861-52385043 for	chr9:61071462-61076644 for
chr9:61071462-61076644 for	chr9:61120597-61125779 for
chr9:52392163-52407661 for	chr9:61132899-61148397 for
chr9:52407662-52429845 for	chr9:61148396-61170579 for
chr9:52444974-52455505 for	chr9:61189432-61199963 for
chr9:52476353-52482038 for	chr9:61215520-61221205 for
chr9:52490122-52509598 for	chr9:61229294-61248770 for
chr9:52529089-52534397 for	chr9:61268536-61273844 for
chr9:52539699-52545103 for	chr9:61279141-61284545 for
chr9:52548589-52555463 for	chr9:61288046-61294920 for
chr9:52558134-52563627 for	chr9:61297586-61303079 for
chr9:52563597-52581268 for	chr9:61303044-61320715 for
chr9:52588384-52597510 for	chr9:61327831-61336957 for
chr9:52597511-52603506 for	chr9:61336958-61342953 for
chr9:52603507-52609725 for	chr9:61342954-61349172 for
chr9:52610980-52616705 for	chr9:61350387-61356112 for
chr9:52621274-52626518 for	chr9:61362233-61367477 for
chr9:52636719-52642108 for	chr9:61377688-61383077 for
chr9:52642109-52648748 for	chr9:61383078-61389717 for
chr9:52650690-52656819 for	chr9:61391320-61397449 for
chr9:52664714-52699188 for	chr9:61405349-61439823 for
chr9:52699190-52704628 for	chr9:61439821-61445259 for
chr9:52715971-52722889 for	chr9:61456597-61463515 for
chr9:52724345-52733852 for	chr9:61464976-61474483 for
chr9:52733807-52755168 for	chr9:61474433-61495794 for
chr9:52755123-52801603 for	chr9:61495754-61542234 for
chr9:52801563-52811227 for	chr9:61542189-61551853 for
chr9:52811228-52818824 for	chr9:61551854-61559450 for
chr9:52822315-52834444 for	chr9:61562926-61575055 for
chr9:52843775-52849122 for	chr9:61583547-61588894 for
chr9:52850704-52856288 for	chr9:61590476-61596060 for
chr9:52862587-52875879 for	chr9:61602359-61615651 for
chr9:52875835-52939259 for	chr9:61615612-61679036 for
chr9:52936669-52944735 for	chr9:61697625-61705691 for
chr9:52965880-52972033 for	chr9:61705642-61711795 for
chr9:52944681-52950834 for	chr9:61705642-61711795 for
chr9:52965801-52975342 for	chr9:61705563-61715104 for
chr9:52983150-52989868 for	chr9:61716692-61723410 for
chr9:52992250-53001313 for	chr9:61726553-61735616 for
chr9:53019452-53034662 for	chr9:61739332-61754542 for
chr9:53034663-53071893 for	chr9:61754543-61791773 for
chr9:53071894-53077258 for	chr9:61791774-61797138 for
chr9:53077259-53097966 for	chr9:61797139-61817846 for
chr9:53097930-53114958 for	chr9:61817805-61834833 for
chr9:53114909-53127470 for	chr9:61834779-61847340 for
chr9:53130500-53136975 for	chr9:61851729-61858204 for
chr9:53137684-53149272 for	chr9:61858913-61870501 for
chr9:53154263-53162254 for	chr9:61875482-61883473 for
chr9:53162255-53216682 for	chr9:61883474-61937901 for
chr9:53220852-53227356 for	chr9:61942086-61948590 for
chr9:53257439-53265471 for	chr9:61977169-61985201 for
chr9:53288989-53385258 for	chr9:62008734-62105003 for
chr9:53385213-53431087 for	chr9:62104953-62150827 for
chr9:53421658-53451090 for	chr9:62170253-62199685 for
chr9:53452350-53465602 for	chr9:62200945-62214197 for
chr9:53465603-53470778 for	chr9:62214198-62219373 for
chr9:53474508-53480120 for	chr9:62223093-62228705 for
chr9:53489924-53496194 for	chr9:62234752-62241022 for
chr9:53496195-53501336 for	chr9:62241023-62246164 for
chr9:53523890-53534889 for	chr9:62268717-62279716 for
chr9:53535386-53541927 for	chr9:62280208-62286749 for
chr9:53548192-53555005 for	chr9:62292994-62299807 for
chr9:53560504-53598227 for	chr9:62305316-62343039 for
chr9:53598197-53605690 for	chr9:62343004-62350497 for
chr9:53611868-53618150 for	chr9:62356675-62362957 for
chr9:53621804-53628990 for	chr9:62366611-62373797 for
chr9:53632522-53638221 for	chr9:62377329-62383028 for
chr9:53639278-53653374 for	chr9:62384220-62398316 for
chr9:53672614-53681070 for	chr9:62428996-62437452 for
chr9:53687744-53692749 for	chr9:62444126-62449131 for
chr9:53695949-53702153 for	chr9:62452057-62458261 for
chr9:53707106-53715922 for	chr9:62463214-62472030 for
chr9:53717252-53722966 for	chr9:62473365-62479079 for
chr9:53732904-53738131 for	chr9:62489012-62494239 for
chr9:53739018-53752502 for	chr9:62495126-62508610 for
chr9:53752503-53759124 for	chr9:62508611-62515232 for
chr9:53772939-53778108 for	chr9:62532811-62537980 for
chr9:53778065-53784734 for	chr9:62537942-62544611 for
chr9:53786550-53792787 for	chr9:62546427-62552664 for
chr9:53801759-53809292 for	chr9:62561841-62569374 for
chr9:53809253-53828571 for	chr9:62569330-62588648 for
chr9:53828572-53836429 for	chr9:62588649-62596506 for
chr9:53836430-53844906 for	chr9:62596507-62604983 for
chr9:53844907-53861577 for	chr9:62604984-62621654 for
chr9:53862068-53868658 for	chr9:62622140-62628730 for
chr9:53868659-53874086 for	chr9:62628731-62634158 for
chr9:53884142-53889241 for	chr9:62655957-62661056 for
chr9:53892486-53898082 for	chr9:62664291-62669887 for
chr9:53913483-54011226 for	chr9:62685253-62782996 for
chr9:54032850-54039057 for	chr9:62796000-62802207 for
chr9:54039012-54046324 for	chr9:62802167-62809479 for
chr9:54046289-54061544 for	chr9:62809439-62824694 for
chr9:54065174-54070245 for	chr9:62828329-62833400 for
chr9:54070246-54080764 for	chr9:62833401-62843919 for
chr9:54087370-54096598 for	chr9:62850520-62859748 for
chr9:54096599-54105643 for	chr9:62859749-62868793 for
chr9:54118380-54132898 for	chr9:62877827-62892345 for
chr9:54140786-54149585 for	chr9:62900253-62909052 for
chr9:54175795-54182464 for	chr9:62935496-62942165 for
chr9:54182508-54193352 for	chr9:62942219-62953063 for
chr9:54193319-54198349 for	chr9:62994564-62999594 for
chr9:54199182-54273234 for	chr9:63000427-63074479 for
chr9:54273184-54280280 for	chr9:63074434-63081530 for
chr9:54283582-54295347 for	chr9:63084807-63096572 for
chr9:54299018-54314566 for	chr9:63100248-63115796 for
chr9:54320383-54326473 for	chr9:63120155-63126245 for
chr9:54329196-54334970 for	chr9:63128963-63134737 for
chr9:54338956-54347453 for	chr9:63138728-63147225 for
chr9:54347454-54360059 for	chr9:63147226-63159831 for
chr9:54382600-54389499 for	chr9:63209980-63216879 for
chr9:54399844-54415017 for	chr9:63227239-63242412 for
chr9:54419917-54425927 for	chr9:63247312-63253322 for
chr9:54429485-54434547 for	chr9:63256825-63261887 for
chr9:54442696-54451767 for	chr9:63270016-63279087 for
chr9:54456065-54461474 for	chr9:63283385-63288794 for
chr9:54461547-54510360 for	chr9:63288872-63337685 for
chr9:54528711-54540127 for	chr9:63356051-63367467 for
chr9:54560006-54568725 for	chr9:63372132-63380851 for
chr9:54568666-54595501 for	chr9:63380797-63407632 for
chr9:54598347-54605617 for	chr9:65169850-65177120 for
chr9:54609360-54621084 for	chr9:65180863-65192587 for
chr9:54626753-54634223 for	chr9:65209451-65216921 for
chr9:54637968-54643042 for	chr9:65220671-65225745 for
chr9:54645559-54653113 for	chr9:65228272-65235826 for
chr9:54653067-54658916 for	chr9:65235785-65241634 for
chr9:54670195-54676837 for	chr9:65252903-65259545 for
chr9:54678479-54685180 for	chr9:65261187-65267888 for
chr9:54698182-54712585 for	chr9:65280880-65295283 for
chr9:54712551-54722365 for	chr9:65292234-65302048 for
chr9:54722467-54727593 for	chr9:65302145-65307271 for
chr9:54727594-54739409 for	chr9:65307272-65319087 for
chr9:54739361-54746892 for	chr9:65319034-65326565 for
chr9:54749988-54758737 for	chr9:65329651-65338400 for
chr9:54764571-54769702 for	chr9:65344249-65349380 for
chr9:54769674-54775685 for	chr9:65349347-65355358 for
chr9:54775686-54783587 for	chr9:65355359-65363260 for
chr9:54783547-54788986 for	chr9:65363215-65368654 for
chr9:54791790-54798124 for	chr9:65379137-65385471 for
chr9:54799251-54808532 for	chr9:65393618-65402899 for
chr9:54818524-54843907 for	chr9:65412876-65438259 for
chr9:54843856-54854820 for	chr9:65438213-65449177 for
chr9:54844196-54863233 for	chr9:54863207-54882244 for
chr9:54863207-54873831 for	chr9:65438553-65449177 for
chr9:54874853-54883722 for	chr9:65450199-65459068 for
chr9:54883668-54895070 for	chr9:65459019-65470421 for
chr9:54905319-54919384 for	chr9:65480665-65494730 for
chr9:54921525-54932102 for	chr9:65496881-65507458 for
chr9:54934848-54946275 for	chr9:65510209-65521636 for
chr9:54947309-54954245 for	chr9:65522690-65529626 for
chr9:54961692-54971901 for	chr9:65537078-65547287 for
chr9:54971861-54977110 for	chr9:65547242-65552491 for
chr9:54980228-54987218 for	chr9:65555614-65562604 for
chr9:54993311-55000396 for	chr9:65568697-65575782 for
chr9:55003930-55010987 for	chr9:65579326-65586383 for
chr9:55021138-55026372 for	chr9:65596599-65601833 for
chr9:55030228-55045062 for	chr9:65605689-65620523 for
chr9:55045063-55052350 for	chr9:65620524-65627811 for
chr9:55060366-55077264 for	chr9:65635832-65652730 for
chr9:55106289-55118650 for	chr9:65681755-65694116 for
chr9:55131409-55148519 for	chr9:65706870-65723980 for
chr9:55148467-55153989 for	chr9:65723933-65729455 for
chr9:55164547-55170017 for	chr9:65739993-65745463 for
chr9:55174005-55179367 for	chr9:65749446-65754808 for
chr9:55181740-55186753 for	chr9:65757166-65762179 for
chr9:55186767-55193458 for	chr9:65762163-65768854 for
chr9:55193418-55200095 for	chr9:65768809-65775486 for
chr9:55200048-55221462 for	chr9:65775434-65796848 for
chr9:55221463-55228193 for	chr9:65796849-65803579 for
chr9:55235701-55254083 for	chr9:65811077-65829459 for
chr9:55257784-55265580 for	chr9:65833155-65840951 for
chr9:55270665-55278108 for	chr9:65846031-65853474 for
chr9:55281472-55296073 for	chr9:65856883-65871484 for
chr9:55296049-55302910 for	chr9:65871455-65878316 for
chr9:55316284-55331859 for	chr9:65891681-65907256 for
chr9:55331818-55338021 for	chr9:65907220-65913423 for
chr9:55338211-55347677 for	chr9:65913419-65922885 for
chr9:55354016-55359534 for	chr9:65929219-65934737 for
chr9:55362292-55370232 for	chr9:65937505-65945445 for
chr9:55375010-55380059 for	chr9:65951081-65956130 for
chr9:55381829-55422599 for	chr9:65957910-65998680 for
chr9:55422553-55436059 for	chr9:65998644-66012150 for
chr9:55445378-55451806 for	chr9:66021469-66027897 for
chr9:55457742-55496026 for	chr9:66033823-66072107 for
chr9:55495976-55504112 for	chr9:66072052-66080188 for
chr9:55505510-55514015 for	chr9:66081586-66090091 for
chr9:55515989-55522750 for	chr9:66089693-66096454 for
chr9:55523988-55534568 for	chr9:66096633-66107213 for
chr9:55527254-55534568 for	chr9:66099899-66107213 for
chr9:66099899-66110326 for	chr9:66107180-66117607 for
chr9:55539354-55546351 for	chr9:66119375-66126372 for
chr9:55562515-55569114 for	chr9:66142576-66149175 for
chr9:55573664-55582421 for	chr9:66153720-66162477 for
chr9:55587305-55596751 for	chr9:66167361-66176807 for
chr9:55616870-55624793 for	chr9:66210560-66218483 for
chr9:55646260-55655607 for	chr9:66239950-66249297 for
chr9:55655608-55664091 for	chr9:66249298-66257781 for
chr9:55667565-55688055 for	chr9:66261255-66281745 for
chr9:55691701-55697692 for	chr9:66285386-66291377 for
chr9:55716450-55724628 for	chr9:66310135-66318313 for
chr9:55735430-55745043 for	chr9:66329120-66338733 for
chr9:55748425-55754677 for	chr9:66342110-66348362 for
chr9:55754645-55763504 for	chr9:66348325-66357184 for
chr9:55763485-55773025 for	chr9:66357710-66367250 for
chr9:55781744-55802926 for	chr9:66375974-66397156 for
chr9:55802864-55811290 for	chr9:66397089-66405515 for
chr9:55816017-55821278 for	chr9:66410257-66415518 for
chr9:55832268-55841961 for	chr9:66426508-66436201 for
chr9:55835357-55847354 for	chr9:66452564-66464561 for
chr9:55848027-55855458 for	chr9:66442287-66449718 for
chr9:55872993-55881404 for	chr9:66477269-66485680 for
chr9:55893716-55900130 for	chr9:66497982-66504396 for
chr9:55900419-55905895 for	chr9:66504685-66510161 for
chr9:55910079-55916433 for	chr9:66514345-66520699 for
chr9:55932730-55940190 for	chr9:66537187-66544647 for
chr9:55944633-55954231 for	chr9:66549090-66558688 for
chr9:55958154-55963809 for	chr9:66562606-66568261 for
chr9:55971497-55978406 for	chr9:66575954-66582863 for
chr9:55984601-56003879 for	chr9:66596587-66615865 for
chr9:66589058-66595410 for	chr9:66596587-66602939 for
chr9:56016534-56022060 for	chr9:66619997-66625523 for
chr9:56022061-56037622 for	chr9:66625524-66641085 for
chr9:56039115-56045326 for	chr9:66642583-66648794 for
chr9:56046926-56054084 for	chr9:66650404-66657562 for
chr9:56071648-56076778 for	chr9:66702880-66708010 for
chr9:56076779-56085866 for	chr9:66708011-66717098 for
chr9:56105030-56112720 for	chr9:66736277-66743967 for
chr9:56112677-56120596 for	chr9:66743919-66751838 for
chr9:56129655-56137682 for	chr9:66760902-66768929 for
chr9:56162366-56170700 for	chr9:66793613-66801947 for
chr9:56170746-56176003 for	chr9:66801993-66807250 for
chr9:56183074-56195266 for	chr9:66814326-66826518 for
chr9:56210175-56216633 for	chr9:66841432-66847890 for
chr9:56220123-56227201 for	chr9:66851385-66858463 for
chr9:56242025-56250153 for	chr9:66868330-66876458 for
chr9:56258762-56270049 for	chr9:66885082-66896369 for
chr9:56285576-56295430 for	chr9:66911896-66921750 for
chr9:56314367-56320122 for	chr9:66940612-66946367 for
chr9:56323625-56341142 for	chr9:56341158-56358675 for
chr9:56367985-56377984 for	chr9:66976757-66986756 for
chr9:56377935-56389046 for	chr9:66986712-66997823 for
chr9:56398030-56403221 for	chr9:67006812-67012003 for
chr9:56403206-56443512 for	chr9:67011968-67052274 for
chr9:56443527-56468668 for	chr9:67052284-67077425 for
chr9:56468669-56474799 for	chr9:56477955-56484085 for
chr9:56478856-56486067 for	chr9:67078327-67085538 for
chr9:56469570-56474799 for	chr9:67078327-67083556 for
chr9:56484043-56489332 for	chr9:67092970-67098259 for
chr9:56490979-56498190 for	chr9:67102935-67110146 for
